Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,IsPersonalBest,Compound_lap,TyreLife,FreshTyre,Team,Position,LapTimeSeconds_lap,TrackTemp,AirTemp,Humidity,WindSpeed
0 days 01:30:49.431000,OCO,31,0 days 00:01:38.041000,19,2,,,False,HARD,8,True,Haas F1 Team,11,98.041,34.8,27.3,19.0,2.1
0 days 01:30:52.223000,ANT,12,0 days 00:01:38.032000,19,2,,,False,HARD,7,True,Mercedes,12,98.032,34.8,27.3,19.0,2.1
0 days 01:30:52.860000,HAD,6,0 days 00:01:38.218000,19,2,,,False,HARD,7,True,Racing Bulls,13,98.218,34.8,27.3,19.0,2.1
0 days 01:30:53.875000,GAS,10,0 days 00:01:38.351000,19,2,,,False,HARD,9,True,Alpine,14,98.351,34.8,27.3,19.0,2.1
0 days 01:30:56.413000,DOO,7,0 days 00:01:39.572000,19,2,,,False,HARD,8,True,Alpine,15,99.572,34.8,27.3,19.0,2.1
0 days 01:30:57.272000,HUL,27,0 days 00:01:42.079000,19,1,,,False,MEDIUM,19,True,Kick Sauber,16,102.079,34.8,27.3,19.0,2.1
0 days 01:30:58.206000,SAI,55,0 days 00:01:37.924000,19,2,,,False,HARD,2,True,Williams,17,97.924,34.8,27.3,19.0,2.1
0 days 01:31:03.906000,LAW,30,0 days 00:01:56.168000,19,2,0 days 01:29:28.538000,,False,MEDIUM,1,True,Red Bull Racing,18,116.168,34.8,27.3,19.0,2.1
0 days 01:31:06.838000,BOR,5,0 days 00:01:40.268000,19,2,,,False,HARD,18,True,Kick Sauber,19,100.268,34.8,27.3,19.0,2.1
0 days 01:32:02.831000,PIA,81,0 days 00:01:37.408000,20,2,,,False,HARD,6,True,McLaren,1,97.408,35.0,27.4,18.0,2.3
0 days 01:32:07.152000,NOR,4,0 days 00:01:38.122000,20,2,,,False,HARD,5,True,McLaren,2,98.122,35.0,27.4,18.0,2.3
0 days 01:32:08.909000,RUS,63,0 days 00:01:38.472000,20,2,,,False,HARD,6,True,Mercedes,3,98.472,35.0,27.4,18.0,2.3
0 days 01:32:10.570000,HAM,44,0 days 00:01:37.469000,20,2,,,False,HARD,7,True,Ferrari,4,97.469,35.0,27.4,18.0,2.3
0 days 01:32:11.151000,LEC,16,0 days 00:01:37.299000,20,2,,,False,HARD,5,True,Ferrari,5,97.299,35.0,27.4,18.0,2.3
0 days 01:32:14.357000,ALB,23,0 days 00:01:44.708000,20,1,,0 days 01:32:12.597000,False,MEDIUM,20,True,Williams,6,104.708,35.0,27.4,18.0,2.3
0 days 01:32:15.102000,VER,1,0 days 00:01:37.733000,20,2,,,False,HARD,7,True,Red Bull Racing,7,97.733,35.0,27.4,18.0,2.3
0 days 01:32:15.747000,STR,18,0 days 00:01:39.330000,20,1,,,False,HARD,20,True,Aston Martin,8,99.33,35.2,27.4,19.0,3.0
0 days 01:32:17.145000,BEA,87,0 days 00:01:38.391000,20,1,,,False,HARD,20,True,Haas F1 Team,9,98.391,35.2,27.4,19.0,3.0
0 days 01:32:26.072000,TSU,22,0 days 00:01:37.646000,20,2,,,False,HARD,9,True,Racing Bulls,10,97.646,35.2,27.4,19.0,3.0
0 days 01:32:27.517000,OCO,31,0 days 00:01:38.086000,20,2,,,False,HARD,9,True,Haas F1 Team,11,98.086,35.2,27.4,19.0,3.0
0 days 01:32:30.360000,ANT,12,0 days 00:01:38.137000,20,2,,,False,HARD,8,True,Mercedes,12,98.137,35.2,27.4,19.0,3.0
0 days 01:32:30.812000,HAD,6,0 days 00:01:37.952000,20,2,,,False,HARD,8,True,Racing Bulls,13,97.952,35.2,27.4,19.0,3.0
0 days 01:32:32.494000,GAS,10,0 days 00:01:38.619000,20,2,,,False,HARD,10,True,Alpine,14,98.619,35.2,27.4,19.0,3.0
0 days 01:32:34.737000,DOO,7,0 days 00:01:38.324000,20,2,,,False,HARD,9,True,Alpine,15,98.324,35.2,27.4,19.0,3.0
0 days 01:32:36.945000,SAI,55,0 days 00:01:38.739000,20,2,,,False,HARD,3,True,Williams,16,98.739,35.2,27.4,19.0,3.0
0 days 01:32:41.605000,LAW,30,0 days 00:01:37.699000,20,2,,,False,MEDIUM,2,True,Red Bull Racing,17,97.699,35.2,27.4,19.0,3.0
0 days 01:32:42.577000,HUL,27,0 days 00:01:45.305000,20,1,,0 days 01:32:40.897000,False,MEDIUM,20,True,Kick Sauber,18,105.305,35.2,27.4,19.0,3.0
0 days 01:32:46.513000,BOR,5,0 days 00:01:39.675000,20,2,,,False,HARD,19,True,Kick Sauber,19,99.675,35.2,27.4,19.0,3.0
0 days 01:33:40.816000,PIA,81,0 days 00:01:37.985000,21,2,,,False,HARD,7,True,McLaren,1,97.985,35.3,27.4,18.0,4.3
0 days 01:33:45.131000,NOR,4,0 days 00:01:37.979000,21,2,,,False,HARD,6,True,McLaren,2,97.979,35.3,27.4,18.0,4.3
0 days 01:33:46.873000,RUS,63,0 days 00:01:37.964000,21,2,,,False,HARD,7,True,Mercedes,3,97.964,35.3,27.4,18.0,4.3
0 days 01:33:48.311000,LEC,16,0 days 00:01:37.160000,21,2,,,False,HARD,6,True,Ferrari,4,97.16,35.3,27.4,18.0,4.3
0 days 01:33:49.889000,HAM,44,0 days 00:01:39.319000,21,2,,,False,HARD,8,True,Ferrari,5,99.319,35.3,27.4,18.0,4.3
0 days 01:33:53.010000,VER,1,0 days 00:01:37.908000,21,2,,,False,HARD,8,True,Red Bull Racing,6,97.908,35.3,27.4,18.0,4.3
0 days 01:33:55.130000,STR,18,0 days 00:01:39.383000,21,1,,,False,HARD,21,True,Aston Martin,7,99.383,35.3,27.4,18.0,4.3
0 days 01:33:55.932000,BEA,87,0 days 00:01:38.787000,21,1,,,False,HARD,21,True,Haas F1 Team,8,98.787,35.3,27.4,18.0,4.3
0 days 01:34:03.788000,TSU,22,0 days 00:01:37.716000,21,2,,,False,HARD,10,True,Racing Bulls,9,97.716,35.3,27.4,18.0,4.3
0 days 01:34:05.435000,OCO,31,0 days 00:01:37.918000,21,2,,,False,HARD,10,True,Haas F1 Team,10,97.918,35.3,27.4,18.0,4.3
0 days 01:34:08.017000,ANT,12,0 days 00:01:37.657000,21,2,,,False,HARD,9,True,Mercedes,11,97.657,35.3,27.4,18.0,4.3
0 days 01:34:08.687000,HAD,6,0 days 00:01:37.875000,21,2,,,False,HARD,9,True,Racing Bulls,12,97.875,35.3,27.4,18.0,4.3
0 days 01:34:11.392000,GAS,10,0 days 00:01:38.898000,21,2,,,False,HARD,11,True,Alpine,13,98.898,35.3,27.4,18.0,4.3
0 days 01:34:12.506000,ALB,23,0 days 00:01:58.149000,21,2,0 days 01:32:36.100000,,False,HARD,1,True,Williams,14,118.149,35.3,27.4,18.0,4.3
0 days 01:34:13.406000,DOO,7,0 days 00:01:38.669000,21,2,,,False,HARD,10,True,Alpine,15,98.669,35.3,27.4,18.0,4.3
0 days 01:34:15.096000,SAI,55,0 days 00:01:38.151000,21,2,,,False,HARD,4,True,Williams,16,98.151,35.3,27.4,18.0,4.3
0 days 01:34:19.430000,LAW,30,0 days 00:01:37.825000,21,2,,,False,MEDIUM,3,True,Red Bull Racing,17,97.825,35.6,27.4,18.0,3.3
0 days 01:34:26.251000,BOR,5,0 days 00:01:39.738000,21,2,,,False,HARD,20,True,Kick Sauber,18,99.738,35.6,27.4,18.0,3.3
0 days 01:34:40.372000,HUL,27,0 days 00:01:57.795000,21,2,0 days 01:33:03.878000,,False,HARD,1,True,Kick Sauber,19,117.795,35.6,27.4,18.0,3.3
0 days 01:35:18.554000,PIA,81,0 days 00:01:37.738000,22,2,,,False,HARD,8,True,McLaren,1,97.738,35.6,27.4,18.0,2.8
0 days 01:35:22.467000,NOR,4,0 days 00:01:37.336000,22,2,,,False,HARD,7,True,McLaren,2,97.336,35.6,27.4,18.0,2.8
0 days 01:35:24.208000,RUS,63,0 days 00:01:37.335000,22,2,,,False,HARD,8,True,Mercedes,3,97.335,35.6,27.4,18.0,2.8
0 days 01:35:25.286000,LEC,16,0 days 00:01:36.975000,22,2,,,False,HARD,7,True,Ferrari,4,96.975,35.6,27.4,18.0,2.8
0 days 01:35:27.346000,HAM,44,0 days 00:01:37.457000,22,2,,,False,HARD,9,True,Ferrari,5,97.457,35.6,27.4,18.0,2.8
0 days 01:35:30.553000,VER,1,0 days 00:01:37.543000,22,2,,,False,HARD,9,True,Red Bull Racing,6,97.543,35.6,27.4,18.0,2.8
0 days 01:35:33.816000,STR,18,0 days 00:01:38.686000,22,1,,,False,HARD,22,True,Aston Martin,7,98.686,35.6,27.4,18.0,2.8
0 days 01:35:34.303000,BEA,87,0 days 00:01:38.371000,22,1,,,False,HARD,22,True,Haas F1 Team,8,98.371,35.6,27.4,18.0,2.8
0 days 01:35:41.691000,TSU,22,0 days 00:01:37.903000,22,2,,,False,HARD,11,True,Racing Bulls,9,97.903,35.6,27.4,18.0,2.8
0 days 01:35:43.595000,OCO,31,0 days 00:01:38.160000,22,2,,,False,HARD,11,True,Haas F1 Team,10,98.16,35.6,27.4,18.0,2.8
0 days 01:35:45.892000,ANT,12,0 days 00:01:37.875000,22,2,,,False,HARD,10,True,Mercedes,11,97.875,35.6,27.4,18.0,2.8
0 days 01:35:46.760000,HAD,6,0 days 00:01:38.073000,22,2,,,False,HARD,10,True,Racing Bulls,12,98.073,35.6,27.4,18.0,2.8
0 days 01:35:49.791000,ALB,23,0 days 00:01:37.285000,22,2,,,False,HARD,2,True,Williams,13,97.285,35.6,27.4,18.0,2.8
0 days 01:35:50.406000,GAS,10,0 days 00:01:39.014000,22,2,,,False,HARD,12,True,Alpine,14,99.014,35.6,27.4,18.0,2.8
0 days 01:35:51.931000,DOO,7,0 days 00:01:38.525000,22,2,,,False,HARD,11,True,Alpine,15,98.525,35.6,27.4,18.0,2.8
0 days 01:35:53.239000,SAI,55,0 days 00:01:38.143000,22,2,,,False,HARD,5,True,Williams,16,98.143,35.6,27.4,18.0,2.8
0 days 01:35:57.312000,LAW,30,0 days 00:01:37.882000,22,2,,,False,MEDIUM,4,True,Red Bull Racing,17,97.882,35.6,27.4,18.0,2.8
0 days 01:36:05.905000,BOR,5,0 days 00:01:39.654000,22,2,,,False,HARD,21,True,Kick Sauber,18,99.654,35.6,27.4,18.0,2.8
0 days 01:36:18.075000,HUL,27,0 days 00:01:37.703000,22,2,,,False,HARD,2,True,Kick Sauber,19,97.703,35.6,27.4,19.0,2.3
0 days 01:36:55.786000,PIA,81,0 days 00:01:37.232000,23,2,,,False,HARD,9,True,McLaren,1,97.232,35.6,27.4,19.0,2.3
0 days 01:36:59.788000,NOR,4,0 days 00:01:37.321000,23,2,,,False,HARD,8,True,McLaren,2,97.321,35.6,27.4,19.0,2.3
0 days 01:37:01.363000,RUS,63,0 days 00:01:37.155000,23,2,,,False,HARD,9,True,Mercedes,3,97.155,35.6,27.4,19.0,2.3
0 days 01:37:02.498000,LEC,16,0 days 00:01:37.212000,23,2,,,False,HARD,8,True,Ferrari,4,97.212,35.6,27.4,19.0,2.3
0 days 01:37:04.646000,HAM,44,0 days 00:01:37.300000,23,2,,,False,HARD,10,True,Ferrari,5,97.3,35.6,27.4,19.0,2.3
0 days 01:37:07.995000,VER,1,0 days 00:01:37.442000,23,2,,,False,HARD,10,True,Red Bull Racing,6,97.442,35.6,27.4,19.0,2.3
0 days 01:37:12.589000,STR,18,0 days 00:01:38.773000,23,1,,,False,HARD,23,True,Aston Martin,7,98.773,35.6,27.4,19.0,2.3
0 days 01:37:13.176000,BEA,87,0 days 00:01:38.873000,23,1,,,False,HARD,23,True,Haas F1 Team,8,98.873,35.6,27.4,19.0,2.3
0 days 01:37:19.364000,TSU,22,0 days 00:01:37.673000,23,2,,,False,HARD,12,True,Racing Bulls,9,97.673,35.6,27.4,19.0,2.5
0 days 01:37:21.325000,OCO,31,0 days 00:01:37.730000,23,2,,,False,HARD,12,True,Haas F1 Team,10,97.73,35.6,27.4,19.0,2.5
0 days 01:37:23.674000,ANT,12,0 days 00:01:37.782000,23,2,,,False,HARD,11,True,Mercedes,11,97.782,35.6,27.4,19.0,2.5
0 days 01:37:24.650000,HAD,6,0 days 00:01:37.890000,23,2,,,False,HARD,11,True,Racing Bulls,12,97.89,35.6,27.4,19.0,2.5
0 days 01:37:27.438000,ALB,23,0 days 00:01:37.647000,23,2,,,False,HARD,3,True,Williams,13,97.647,35.6,27.4,19.0,2.5
0 days 01:37:29.181000,GAS,10,0 days 00:01:38.775000,23,2,,,False,HARD,13,True,Alpine,14,98.775,35.6,27.4,19.0,2.5
0 days 01:37:30.287000,DOO,7,0 days 00:01:38.356000,23,2,,,False,HARD,12,True,Alpine,15,98.356,35.6,27.4,19.0,2.5
0 days 01:37:30.997000,SAI,55,0 days 00:01:37.758000,23,2,,,False,HARD,6,True,Williams,16,97.758,35.6,27.4,19.0,2.5
0 days 01:37:34.954000,LAW,30,0 days 00:01:37.642000,23,2,,,False,MEDIUM,5,True,Red Bull Racing,17,97.642,35.6,27.4,19.0,2.5
0 days 01:37:45.693000,BOR,5,0 days 00:01:39.788000,23,2,,,False,HARD,22,True,Kick Sauber,18,99.788,35.6,27.4,19.0,2.5
0 days 01:37:56.267000,HUL,27,0 days 00:01:38.192000,23,2,,,False,HARD,3,True,Kick Sauber,19,98.192,35.6,27.4,19.0,2.5
0 days 01:38:32.756000,PIA,81,0 days 00:01:36.970000,24,2,,,False,HARD,10,True,McLaren,1,96.97,35.6,27.4,19.0,1.8
0 days 01:38:36.740000,NOR,4,0 days 00:01:36.952000,24,2,,,False,HARD,9,True,McLaren,2,96.952,35.6,27.4,19.0,1.8
0 days 01:38:38.697000,RUS,63,0 days 00:01:37.334000,24,2,,,False,HARD,10,True,Mercedes,3,97.334,35.6,27.4,19.0,1.8
0 days 01:38:39.858000,LEC,16,0 days 00:01:37.360000,24,2,,,False,HARD,9,True,Ferrari,4,97.36,35.6,27.4,19.0,1.8
0 days 01:38:41.843000,HAM,44,0 days 00:01:37.197000,24,2,,,False,HARD,11,True,Ferrari,5,97.197,35.6,27.4,19.0,1.8
0 days 01:38:45.245000,VER,1,0 days 00:01:37.250000,24,2,,,False,HARD,11,True,Red Bull Racing,6,97.25,35.6,27.4,19.0,1.8
0 days 01:38:51.336000,STR,18,0 days 00:01:38.747000,24,1,,,False,HARD,24,True,Aston Martin,7,98.747,35.6,27.4,19.0,1.8
0 days 01:38:51.938000,BEA,87,0 days 00:01:38.762000,24,1,,,False,HARD,24,True,Haas F1 Team,8,98.762,35.6,27.4,19.0,1.8
0 days 01:38:57.286000,TSU,22,0 days 00:01:37.922000,24,2,,,False,HARD,13,True,Racing Bulls,9,97.922,35.6,27.4,19.0,1.8
0 days 01:38:59.190000,OCO,31,0 days 00:01:37.865000,24,2,,,False,HARD,13,True,Haas F1 Team,10,97.865,35.6,27.4,19.0,1.8
0 days 01:39:01.808000,ANT,12,0 days 00:01:38.134000,24,2,,,False,HARD,12,True,Mercedes,11,98.134,35.6,27.4,19.0,1.8
0 days 01:39:02.706000,HAD,6,0 days 00:01:38.056000,24,2,,,False,HARD,12,True,Racing Bulls,12,98.056,35.6,27.4,19.0,1.8
0 days 01:39:05.210000,ALB,23,0 days 00:01:37.772000,24,2,,,False,HARD,4,True,Williams,13,97.772,35.6,27.4,19.0,1.8
0 days 01:39:07.742000,GAS,10,0 days 00:01:38.561000,24,2,,,False,HARD,14,True,Alpine,14,98.561,35.6,27.4,19.0,1.8
0 days 01:39:09.044000,SAI,55,0 days 00:01:38.047000,24,2,,,False,HARD,7,True,Williams,15,98.047,35.6,27.4,19.0,1.8
0 days 01:39:09.710000,DOO,7,0 days 00:01:39.423000,24,2,,,False,HARD,13,True,Alpine,16,99.423,35.6,27.4,19.0,1.8
0 days 01:39:12.987000,LAW,30,0 days 00:01:38.033000,24,2,,,False,MEDIUM,6,True,Red Bull Racing,17,98.033,35.6,27.4,19.0,1.8
0 days 01:39:25.583000,BOR,5,0 days 00:01:39.890000,24,2,,,False,HARD,23,True,Kick Sauber,18,99.89,35.4,27.4,19.0,2.0
0 days 01:39:34.724000,HUL,27,0 days 00:01:38.457000,24,2,,,False,HARD,4,True,Kick Sauber,19,98.457,35.4,27.4,19.0,2.0
0 days 01:40:09.941000,PIA,81,0 days 00:01:37.185000,25,2,,,False,HARD,11,True,McLaren,1,97.185,35.4,27.4,19.0,2.0
0 days 01:40:14.097000,NOR,4,0 days 00:01:37.357000,25,2,,,False,HARD,10,True,McLaren,2,97.357,35.4,27.4,19.0,2.0
0 days 01:40:16.096000,RUS,63,0 days 00:01:37.399000,25,2,,,False,HARD,11,True,Mercedes,3,97.399,35.3,27.4,19.0,2.8
0 days 01:40:16.759000,LEC,16,0 days 00:01:36.901000,25,2,,,False,HARD,10,True,Ferrari,4,96.901,35.3,27.4,19.0,2.8
0 days 01:40:19.347000,HAM,44,0 days 00:01:37.504000,25,2,,,False,HARD,12,True,Ferrari,5,97.504,35.3,27.4,19.0,2.8
0 days 01:40:22.967000,VER,1,0 days 00:01:37.722000,25,2,,,False,HARD,12,True,Red Bull Racing,6,97.722,35.3,27.4,19.0,2.8
0 days 01:40:30.220000,STR,18,0 days 00:01:38.884000,25,1,,,False,HARD,25,True,Aston Martin,7,98.884,35.3,27.4,19.0,2.8
0 days 01:40:30.871000,BEA,87,0 days 00:01:38.933000,25,1,,,False,HARD,25,True,Haas F1 Team,8,98.933,35.3,27.4,19.0,2.8
0 days 01:40:35.328000,TSU,22,0 days 00:01:38.042000,25,2,,,False,HARD,14,True,Racing Bulls,9,98.042,35.3,27.4,19.0,2.8
0 days 01:40:37.289000,OCO,31,0 days 00:01:38.099000,25,2,,,False,HARD,14,True,Haas F1 Team,10,98.099,35.3,27.4,19.0,2.8
0 days 01:40:39.971000,ANT,12,0 days 00:01:38.163000,25,2,,,False,HARD,13,True,Mercedes,11,98.163,35.3,27.4,19.0,2.8
0 days 01:40:40.969000,HAD,6,0 days 00:01:38.263000,25,2,,,False,HARD,13,True,Racing Bulls,12,98.263,35.3,27.4,19.0,2.8
0 days 01:40:42.984000,ALB,23,0 days 00:01:37.774000,25,2,,,False,HARD,5,True,Williams,13,97.774,35.3,27.4,19.0,2.8
0 days 01:40:46.115000,GAS,10,0 days 00:01:38.373000,25,2,,,False,HARD,15,True,Alpine,14,98.373,35.3,27.4,19.0,2.8
0 days 01:40:47.231000,SAI,55,0 days 00:01:38.187000,25,2,,,False,HARD,8,True,Williams,15,98.187,35.3,27.4,19.0,2.8
0 days 01:40:48.117000,DOO,7,0 days 00:01:38.407000,25,2,,,False,HARD,14,True,Alpine,16,98.407,35.3,27.4,19.0,2.8
0 days 01:40:51.324000,LAW,30,0 days 00:01:38.337000,25,2,,,False,MEDIUM,7,True,Red Bull Racing,17,98.337,35.3,27.4,19.0,2.8
0 days 01:41:05.398000,BOR,5,0 days 00:01:39.815000,25,2,,,False,HARD,24,True,Kick Sauber,18,99.815,35.3,27.4,19.0,2.8
0 days 01:41:13.344000,HUL,27,0 days 00:01:38.620000,25,2,,,False,HARD,5,True,Kick Sauber,19,98.62,35.3,27.4,19.0,2.8
0 days 01:41:47.127000,PIA,81,0 days 00:01:37.186000,26,2,,,False,HARD,12,True,McLaren,1,97.186,35.0,27.5,19.0,3.1
0 days 01:41:51.229000,NOR,4,0 days 00:01:37.132000,26,2,,,False,HARD,11,True,McLaren,2,97.132,35.0,27.5,19.0,3.1
0 days 01:41:53.380000,RUS,63,0 days 00:01:37.284000,26,2,,,False,HARD,12,True,Mercedes,3,97.284,35.0,27.5,19.0,3.1
0 days 01:41:54.123000,LEC,16,0 days 00:01:37.364000,26,2,,,False,HARD,11,True,Ferrari,4,97.364,35.0,27.5,19.0,3.1
0 days 01:41:56.902000,HAM,44,0 days 00:01:37.555000,26,2,,,False,HARD,13,True,Ferrari,5,97.555,35.0,27.5,19.0,3.1
0 days 01:42:00.612000,VER,1,0 days 00:01:37.645000,26,2,,,False,HARD,13,True,Red Bull Racing,6,97.645,35.0,27.5,19.0,3.1
0 days 01:42:09.065000,STR,18,0 days 00:01:38.845000,26,1,,,False,HARD,26,True,Aston Martin,7,98.845,35.0,27.5,19.0,3.1
0 days 01:42:13.172000,TSU,22,0 days 00:01:37.844000,26,2,,,False,HARD,15,True,Racing Bulls,8,97.844,35.0,27.5,19.0,3.1
0 days 01:42:14.671000,BEA,87,0 days 00:01:43.800000,26,1,,0 days 01:42:12.972000,False,HARD,26,True,Haas F1 Team,9,103.8,35.0,27.5,19.0,3.1
0 days 01:42:15.670000,OCO,31,0 days 00:01:38.381000,26,2,,,False,HARD,15,True,Haas F1 Team,10,98.381,34.7,27.5,19.0,3.6
0 days 01:42:18.197000,ANT,12,0 days 00:01:38.226000,26,2,,,False,HARD,14,True,Mercedes,11,98.226,34.7,27.5,19.0,3.6
0 days 01:42:19.237000,HAD,6,0 days 00:01:38.268000,26,2,,,False,HARD,14,True,Racing Bulls,12,98.268,34.7,27.5,19.0,3.6
0 days 01:42:21.184000,ALB,23,0 days 00:01:38.200000,26,2,,,False,HARD,6,True,Williams,13,98.2,34.7,27.5,19.0,3.6
0 days 01:42:24.284000,GAS,10,0 days 00:01:38.169000,26,2,,,False,HARD,16,True,Alpine,14,98.169,34.7,27.5,19.0,3.6
0 days 01:42:25.577000,SAI,55,0 days 00:01:38.346000,26,2,,,False,HARD,9,True,Williams,15,98.346,34.7,27.5,19.0,3.6
0 days 01:42:26.261000,DOO,7,0 days 00:01:38.144000,26,2,,,False,HARD,15,True,Alpine,16,98.144,34.7,27.5,19.0,3.6
0 days 01:42:29.318000,LAW,30,0 days 00:01:37.994000,26,2,,,False,MEDIUM,8,True,Red Bull Racing,17,97.994,34.7,27.5,19.0,3.6
0 days 01:42:49.372000,BOR,5,0 days 00:01:43.974000,26,2,,0 days 01:42:47.676000,False,HARD,25,True,Kick Sauber,18,103.974,34.7,27.5,19.0,3.6
0 days 01:42:51.017000,HUL,27,0 days 00:01:37.673000,26,2,,,False,HARD,6,True,Kick Sauber,19,97.673,34.7,27.5,19.0,3.6
0 days 01:43:24.239000,PIA,81,0 days 00:01:37.112000,27,2,,,False,HARD,13,True,McLaren,1,97.112,34.4,27.3,19.0,3.2
0 days 01:43:27.983000,NOR,4,0 days 00:01:36.754000,27,2,,,False,HARD,12,True,McLaren,2,96.754,34.4,27.3,19.0,3.2
0 days 01:43:30.437000,RUS,63,0 days 00:01:37.057000,27,2,,,False,HARD,13,True,Mercedes,3,97.057,34.4,27.3,19.0,3.2
0 days 01:43:31.210000,LEC,16,0 days 00:01:37.087000,27,2,,,False,HARD,12,True,Ferrari,4,97.087,34.4,27.3,19.0,3.2
0 days 01:43:34.312000,HAM,44,0 days 00:01:37.410000,27,2,,,False,HARD,14,True,Ferrari,5,97.41,34.4,27.3,19.0,3.2
0 days 01:43:38.576000,VER,1,0 days 00:01:37.964000,27,2,,,False,HARD,14,True,Red Bull Racing,6,97.964,34.4,27.3,19.0,3.2
0 days 01:43:47.602000,STR,18,0 days 00:01:38.537000,27,1,,,False,HARD,27,True,Aston Martin,7,98.537,34.4,27.3,19.0,3.2
0 days 01:43:50.974000,TSU,22,0 days 00:01:37.802000,27,2,,,False,HARD,16,True,Racing Bulls,8,97.802,34.4,27.3,19.0,3.2
0 days 01:43:53.476000,OCO,31,0 days 00:01:37.806000,27,2,,,False,HARD,16,True,Haas F1 Team,9,97.806,34.4,27.3,19.0,3.2
0 days 01:43:56.162000,ANT,12,0 days 00:01:37.965000,27,2,,,False,HARD,15,True,Mercedes,10,97.965,34.4,27.3,19.0,3.2
0 days 01:43:57.271000,HAD,6,0 days 00:01:38.034000,27,2,,,False,HARD,15,True,Racing Bulls,11,98.034,34.4,27.3,19.0,3.2
0 days 01:43:59.320000,ALB,23,0 days 00:01:38.136000,27,2,,,False,HARD,7,True,Williams,12,98.136,34.4,27.3,19.0,3.2
0 days 01:44:02.293000,GAS,10,0 days 00:01:38.009000,27,2,,,False,HARD,17,True,Alpine,13,98.009,34.4,27.3,19.0,3.2
0 days 01:44:03.660000,SAI,55,0 days 00:01:38.083000,27,2,,,False,HARD,10,True,Williams,14,98.083,34.4,27.3,19.0,3.2
0 days 01:44:04.285000,DOO,7,0 days 00:01:38.024000,27,2,,,False,HARD,16,True,Alpine,15,98.024,34.4,27.3,19.0,3.2
0 days 01:44:07.435000,LAW,30,0 days 00:01:38.117000,27,2,,,False,MEDIUM,9,True,Red Bull Racing,16,98.117,34.4,27.3,19.0,3.2
0 days 01:44:09.550000,BEA,87,0 days 00:01:54.879000,27,2,0 days 01:42:35.857000,,False,MEDIUM,1,True,Haas F1 Team,17,114.879,34.4,27.3,19.0,3.2
0 days 01:44:28.730000,HUL,27,0 days 00:01:37.713000,27,2,,,False,HARD,7,True,Kick Sauber,18,97.713,34.3,27.1,19.0,3.2
0 days 01:44:45.613000,BOR,5,0 days 00:01:56.241000,27,3,0 days 01:43:10.530000,,False,HARD,1,True,Kick Sauber,19,116.241,34.3,27.1,19.0,3.2
0 days 01:45:01.240000,PIA,81,0 days 00:01:37.001000,28,2,,,False,HARD,14,True,McLaren,1,97.001,34.3,27.1,19.0,3.2
0 days 01:45:04.492000,NOR,4,0 days 00:01:36.509000,28,2,,,False,HARD,13,True,McLaren,2,96.509,34.3,27.1,19.0,3.2
0 days 01:45:07.345000,RUS,63,0 days 00:01:36.908000,28,2,,,False,HARD,14,True,Mercedes,3,96.908,34.3,27.1,19.0,3.2
0 days 01:45:08.202000,LEC,16,0 days 00:01:36.992000,28,2,,,False,HARD,13,True,Ferrari,4,96.992,34.3,27.1,19.0,3.2
0 days 01:45:11.301000,HAM,44,0 days 00:01:36.989000,28,2,,,False,HARD,15,True,Ferrari,5,96.989,34.3,27.1,19.0,3.2
0 days 01:45:15.894000,VER,1,0 days 00:01:37.318000,28,2,,,False,HARD,15,True,Red Bull Racing,6,97.318,34.1,27.1,19.0,3.2
0 days 01:45:25.816000,STR,18,0 days 00:01:38.214000,28,1,,,False,HARD,28,True,Aston Martin,7,98.214,34.1,27.1,19.0,3.2
0 days 01:45:28.729000,TSU,22,0 days 00:01:37.755000,28,2,,,False,HARD,17,True,Racing Bulls,8,97.755,34.1,27.1,19.0,3.2
0 days 01:45:31.392000,OCO,31,0 days 00:01:37.916000,28,2,,,False,HARD,17,True,Haas F1 Team,9,97.916,34.1,27.1,19.0,3.2
0 days 01:45:34.056000,ANT,12,0 days 00:01:37.894000,28,2,,,False,HARD,16,True,Mercedes,10,97.894,34.1,27.1,19.0,3.2
0 days 01:45:34.946000,HAD,6,0 days 00:01:37.675000,28,2,,,False,HARD,16,True,Racing Bulls,11,97.675,34.1,27.1,19.0,3.2
0 days 01:45:37.910000,ALB,23,0 days 00:01:38.590000,28,2,,,False,HARD,8,True,Williams,12,98.59,34.1,27.1,19.0,3.2
0 days 01:45:40.366000,GAS,10,0 days 00:01:38.073000,28,2,,,False,HARD,18,True,Alpine,13,98.073,34.1,27.1,19.0,3.2
0 days 01:45:41.856000,SAI,55,0 days 00:01:38.196000,28,2,,,False,HARD,11,True,Williams,14,98.196,34.1,27.1,19.0,3.2
0 days 01:45:42.616000,DOO,7,0 days 00:01:38.331000,28,2,,,False,HARD,17,True,Alpine,15,98.331,34.1,27.1,19.0,3.2
0 days 01:45:45.061000,LAW,30,0 days 00:01:37.626000,28,2,,,False,MEDIUM,10,True,Red Bull Racing,16,97.626,34.1,27.1,19.0,3.2
0 days 01:45:46.440000,BEA,87,0 days 00:01:36.890000,28,2,,,False,MEDIUM,2,True,Haas F1 Team,17,96.89,34.1,27.1,19.0,3.2
0 days 01:46:06.527000,HUL,27,0 days 00:01:37.797000,28,2,,,False,HARD,8,True,Kick Sauber,18,97.797,34.1,27.1,19.0,3.2
