Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,IsPersonalBest,Compound_lap,TyreLife,FreshTyre,Team,Position,LapTimeSeconds_lap,TrackTemp,AirTemp,Humidity,WindSpeed
0 days 01:15:37.813000,TSU,22,0 days 00:01:39.107000,10,1,,,False,MEDIUM,10,True,Racing Bulls,8,99.107,35.0,27.5,17.0,3.2
0 days 01:15:38.863000,HAD,6,0 days 00:01:38.937000,10,1,,,False,MEDIUM,10,True,Racing Bulls,9,98.937,35.0,27.5,17.0,3.2
0 days 01:15:39.964000,OCO,31,0 days 00:01:39.223000,10,1,,,False,MEDIUM,10,True,Haas F1 Team,10,99.223,35.0,27.5,17.0,3.2
0 days 01:15:40.692000,ALB,23,0 days 00:01:39.110000,10,1,,,False,MEDIUM,10,True,Williams,11,99.11,35.0,27.5,17.0,3.2
0 days 01:15:42.434000,STR,18,0 days 00:01:39.344000,10,1,,,False,HARD,10,True,Aston Martin,12,99.344,35.0,27.5,17.0,3.2
0 days 01:15:43.242000,SAI,55,0 days 00:01:39.225000,10,1,,,False,MEDIUM,10,True,Williams,13,99.225,35.0,27.5,17.0,3.2
0 days 01:15:45.529000,BEA,87,0 days 00:01:39.401000,10,1,,,False,HARD,10,True,Haas F1 Team,14,99.401,35.0,27.5,17.0,3.2
0 days 01:15:46.435000,DOO,7,0 days 00:01:39.384000,10,1,,,False,MEDIUM,10,False,Alpine,15,99.384,35.0,27.5,17.0,3.2
0 days 01:15:46.464000,GAS,10,0 days 00:01:44.157000,10,1,,0 days 01:15:44.821000,False,MEDIUM,10,False,Alpine,16,104.157,35.0,27.5,17.0,3.2
0 days 01:15:47.624000,LAW,30,0 days 00:01:39.587000,10,1,,,False,HARD,10,True,Red Bull Racing,17,99.587,35.0,27.5,17.0,3.2
0 days 01:15:52.746000,HUL,27,0 days 00:01:39.715000,10,1,,,False,MEDIUM,10,True,Kick Sauber,18,99.715,35.0,27.5,17.0,3.2
0 days 01:16:14.439000,BOR,5,0 days 00:01:39.098000,10,2,,,False,HARD,9,True,Kick Sauber,19,99.098,35.0,27.5,17.0,3.2
0 days 01:17:00.519000,PIA,81,0 days 00:01:38.124000,11,1,,,False,MEDIUM,11,True,McLaren,1,98.124,35.0,27.5,18.0,1.9
0 days 01:17:02.581000,NOR,4,0 days 00:01:38.118000,11,1,,,False,MEDIUM,11,True,McLaren,2,98.118,35.0,27.5,18.0,1.9
0 days 01:17:05.097000,RUS,63,0 days 00:01:38.375000,11,1,,,False,MEDIUM,11,True,Mercedes,3,98.375,35.0,27.5,18.0,1.9
0 days 01:17:07.178000,HAM,44,0 days 00:01:38.505000,11,1,,,False,MEDIUM,11,True,Ferrari,4,98.505,35.0,27.5,18.0,1.9
0 days 01:17:07.834000,LEC,16,0 days 00:01:38.422000,11,1,,,False,MEDIUM,11,True,Ferrari,5,98.422,35.0,27.5,18.0,1.9
0 days 01:17:13.468000,VER,1,0 days 00:01:39.154000,11,1,,,False,MEDIUM,11,True,Red Bull Racing,6,99.154,35.0,27.5,18.0,1.9
0 days 01:17:15.270000,ANT,12,0 days 00:01:39.213000,11,1,,,False,MEDIUM,11,True,Mercedes,7,99.213,34.6,27.6,17.0,2.7
0 days 01:17:18.098000,HAD,6,0 days 00:01:39.235000,11,1,,,False,MEDIUM,11,True,Racing Bulls,8,99.235,34.6,27.6,17.0,2.7
0 days 01:17:19.692000,ALB,23,0 days 00:01:39,11,1,,,False,MEDIUM,11,True,Williams,9,99.0,34.6,27.6,17.0,2.7
0 days 01:17:21.535000,STR,18,0 days 00:01:39.101000,11,1,,,False,HARD,11,True,Aston Martin,10,99.101,34.6,27.6,17.0,2.7
0 days 01:17:21.658000,TSU,22,0 days 00:01:43.845000,11,1,,0 days 01:17:20.041000,False,MEDIUM,11,True,Racing Bulls,11,103.845,34.6,27.6,17.0,2.7
0 days 01:17:22.299000,SAI,55,0 days 00:01:39.057000,11,1,,,False,MEDIUM,11,True,Williams,12,99.057,34.6,27.6,17.0,2.7
0 days 01:17:24.087000,OCO,31,0 days 00:01:44.123000,11,1,,0 days 01:17:22.490000,False,MEDIUM,11,True,Haas F1 Team,13,104.123,34.6,27.6,17.0,2.7
0 days 01:17:24.673000,BEA,87,0 days 00:01:39.144000,11,1,,,False,HARD,11,True,Haas F1 Team,14,99.144,34.6,27.6,17.0,2.7
0 days 01:17:26.776000,LAW,30,0 days 00:01:39.152000,11,1,,,False,HARD,11,True,Red Bull Racing,15,99.152,34.6,27.6,17.0,2.7
0 days 01:17:30.085000,DOO,7,0 days 00:01:43.650000,11,1,,0 days 01:17:28.472000,False,MEDIUM,11,False,Alpine,16,103.65,34.6,27.6,17.0,2.7
0 days 01:17:32.244000,HUL,27,0 days 00:01:39.498000,11,1,,,False,MEDIUM,11,True,Kick Sauber,17,99.498,34.6,27.6,17.0,2.7
0 days 01:17:41.874000,GAS,10,0 days 00:01:55.410000,11,2,0 days 01:16:07.887000,,False,HARD,1,True,Alpine,18,115.41,34.6,27.6,17.0,2.7
0 days 01:17:53.046000,BOR,5,0 days 00:01:38.607000,11,2,,,False,HARD,10,True,Kick Sauber,19,98.607,34.6,27.6,17.0,2.7
0 days 01:18:38.632000,PIA,81,0 days 00:01:38.113000,12,1,,,False,MEDIUM,12,True,McLaren,1,98.113,34.5,27.6,18.0,1.9
0 days 01:18:40.778000,NOR,4,0 days 00:01:38.197000,12,1,,,False,MEDIUM,12,True,McLaren,2,98.197,34.5,27.6,18.0,1.9
0 days 01:18:43.488000,RUS,63,0 days 00:01:38.391000,12,1,,,False,MEDIUM,12,True,Mercedes,3,98.391,34.5,27.6,18.0,1.9
0 days 01:18:45.908000,HAM,44,0 days 00:01:38.730000,12,1,,,False,MEDIUM,12,True,Ferrari,4,98.73,34.5,27.6,18.0,1.9
0 days 01:18:46.516000,LEC,16,0 days 00:01:38.682000,12,1,,,False,MEDIUM,12,True,Ferrari,5,98.682,34.5,27.6,18.0,1.9
0 days 01:18:52.095000,VER,1,0 days 00:01:38.627000,12,1,,,False,MEDIUM,12,True,Red Bull Racing,6,98.627,34.5,27.6,18.0,1.9
0 days 01:18:58.568000,ALB,23,0 days 00:01:38.876000,12,1,,,False,MEDIUM,12,True,Williams,7,98.876,34.5,27.6,18.0,1.9
0 days 01:18:59.540000,ANT,12,0 days 00:01:44.270000,12,1,,0 days 01:18:57.833000,False,MEDIUM,12,True,Mercedes,8,104.27,34.5,27.6,18.0,1.9
0 days 01:19:00.794000,STR,18,0 days 00:01:39.259000,12,1,,,False,HARD,12,True,Aston Martin,9,99.259,34.5,27.6,18.0,1.9
0 days 01:19:01.745000,HAD,6,0 days 00:01:43.647000,12,1,,0 days 01:19:00.039000,False,MEDIUM,12,True,Racing Bulls,10,103.647,34.5,27.6,18.0,1.9
0 days 01:19:01.942000,SAI,55,0 days 00:01:39.643000,12,1,,,False,MEDIUM,12,True,Williams,11,99.643,34.5,27.6,18.0,1.9
0 days 01:19:03.912000,BEA,87,0 days 00:01:39.239000,12,1,,,False,HARD,12,True,Haas F1 Team,12,99.239,34.5,27.6,18.0,1.9
0 days 01:19:05.703000,LAW,30,0 days 00:01:38.927000,12,1,,,False,HARD,12,True,Red Bull Racing,13,98.927,34.5,27.6,18.0,1.9
0 days 01:19:11.703000,HUL,27,0 days 00:01:39.459000,12,1,,,False,MEDIUM,12,True,Kick Sauber,14,99.459,34.5,27.6,18.0,1.9
0 days 01:19:18.004000,TSU,22,0 days 00:01:56.346000,12,2,0 days 01:17:42.512000,,False,HARD,1,True,Racing Bulls,15,116.346,34.4,27.5,18.0,2.3
0 days 01:19:19.144000,OCO,31,0 days 00:01:55.057000,12,2,0 days 01:17:45.530000,,False,HARD,1,True,Haas F1 Team,16,115.057,34.4,27.5,18.0,2.3
0 days 01:19:19.714000,GAS,10,0 days 00:01:37.840000,12,2,,,False,HARD,2,True,Alpine,17,97.84,34.4,27.5,18.0,2.3
0 days 01:19:25.704000,DOO,7,0 days 00:01:55.619000,12,2,0 days 01:17:51.221000,,False,HARD,1,True,Alpine,18,115.619,34.4,27.5,18.0,2.3
0 days 01:19:31.916000,BOR,5,0 days 00:01:38.870000,12,2,,,False,HARD,11,True,Kick Sauber,19,98.87,34.4,27.5,18.0,2.3
0 days 01:20:16.587000,PIA,81,0 days 00:01:37.955000,13,1,,,False,MEDIUM,13,True,McLaren,1,97.955,34.4,27.4,18.0,3.0
0 days 01:20:19.127000,NOR,4,0 days 00:01:38.349000,13,1,,,False,MEDIUM,13,True,McLaren,2,98.349,34.4,27.4,18.0,3.0
0 days 01:20:21.699000,RUS,63,0 days 00:01:38.211000,13,1,,,False,MEDIUM,13,True,Mercedes,3,98.211,34.4,27.4,18.0,3.0
0 days 01:20:25.030000,LEC,16,0 days 00:01:38.514000,13,1,,,False,MEDIUM,13,True,Ferrari,4,98.514,34.4,27.4,18.0,3.0
0 days 01:20:29.287000,HAM,44,0 days 00:01:43.379000,13,1,,0 days 01:20:27.674000,False,MEDIUM,13,True,Ferrari,5,103.379,34.4,27.4,18.0,3.0
0 days 01:20:34.705000,VER,1,0 days 00:01:42.610000,13,1,,0 days 01:20:33.047000,False,MEDIUM,13,True,Red Bull Racing,6,102.61,34.4,27.4,18.0,3.0
0 days 01:20:36.879000,ALB,23,0 days 00:01:38.311000,13,1,,,False,MEDIUM,13,True,Williams,7,98.311,34.4,27.4,18.0,3.0
0 days 01:20:39.757000,STR,18,0 days 00:01:38.963000,13,1,,,False,HARD,13,True,Aston Martin,8,98.963,34.4,27.4,18.0,3.0
0 days 01:20:41.218000,SAI,55,0 days 00:01:39.276000,13,1,,,False,MEDIUM,13,True,Williams,9,99.276,34.4,27.4,18.0,3.0
0 days 01:20:43.070000,BEA,87,0 days 00:01:39.158000,13,1,,,False,HARD,13,True,Haas F1 Team,10,99.158,34.4,27.4,18.0,3.0
0 days 01:20:44.838000,LAW,30,0 days 00:01:39.135000,13,1,,,False,HARD,13,True,Red Bull Racing,11,99.135,34.4,27.4,18.0,3.0
0 days 01:20:51.475000,HUL,27,0 days 00:01:39.772000,13,1,,,False,MEDIUM,13,True,Kick Sauber,12,99.772,34.4,27.4,18.0,3.0
0 days 01:20:56.126000,TSU,22,0 days 00:01:38.122000,13,2,,,False,HARD,2,True,Racing Bulls,13,98.122,34.4,27.4,18.0,3.0
0 days 01:20:56.548000,ANT,12,0 days 00:01:57.008000,13,2,0 days 01:19:20.620000,,False,HARD,1,True,Mercedes,14,117.008,34.4,27.4,18.0,3.0
0 days 01:20:56.981000,OCO,31,0 days 00:01:37.837000,13,2,,,False,HARD,2,True,Haas F1 Team,15,97.837,34.4,27.4,18.0,3.0
0 days 01:20:57.945000,GAS,10,0 days 00:01:38.231000,13,2,,,False,HARD,3,True,Alpine,16,98.231,34.4,27.4,18.0,3.0
0 days 01:20:58.688000,HAD,6,0 days 00:01:56.943000,13,2,0 days 01:19:22.914000,,False,HARD,1,True,Racing Bulls,17,116.943,34.4,27.4,18.0,3.0
0 days 01:21:03.466000,DOO,7,0 days 00:01:37.762000,13,2,,,False,HARD,2,True,Alpine,18,97.762,34.4,27.4,18.0,3.0
0 days 01:21:10.622000,BOR,5,0 days 00:01:38.706000,13,2,,,False,HARD,12,True,Kick Sauber,19,98.706,34.4,27.4,18.0,3.0
0 days 01:21:57.516000,NOR,4,0 days 00:01:38.389000,14,1,,,False,MEDIUM,14,True,McLaren,1,98.389,34.2,27.4,18.0,2.8
0 days 01:21:59.213000,PIA,81,0 days 00:01:42.626000,14,1,,0 days 01:21:57.540000,False,MEDIUM,14,True,McLaren,2,102.626,34.2,27.4,18.0,2.8
0 days 01:22:03.142000,LEC,16,0 days 00:01:38.112000,14,1,,,False,MEDIUM,14,True,Ferrari,3,98.112,34.2,27.4,18.0,2.8
0 days 01:22:04.745000,RUS,63,0 days 00:01:43.046000,14,1,,0 days 01:22:03.037000,False,MEDIUM,14,True,Mercedes,4,103.046,34.2,27.4,18.0,2.8
0 days 01:22:15.339000,ALB,23,0 days 00:01:38.460000,14,1,,,False,MEDIUM,14,True,Williams,5,98.46,34.1,27.3,18.0,2.8
0 days 01:22:18.865000,STR,18,0 days 00:01:39.108000,14,1,,,False,HARD,14,True,Aston Martin,6,99.108,34.1,27.3,18.0,2.8
0 days 01:22:20.241000,SAI,55,0 days 00:01:39.023000,14,1,,,False,MEDIUM,14,True,Williams,7,99.023,34.1,27.3,18.0,2.8
0 days 01:22:22.082000,BEA,87,0 days 00:01:39.012000,14,1,,,False,HARD,14,True,Haas F1 Team,8,99.012,34.1,27.3,18.0,2.8
0 days 01:22:23.639000,LAW,30,0 days 00:01:38.801000,14,1,,,False,HARD,14,True,Red Bull Racing,9,98.801,34.1,27.3,18.0,2.8
0 days 01:22:25.024000,HAM,44,0 days 00:01:55.737000,14,2,0 days 01:20:50.029000,,False,HARD,1,True,Ferrari,10,115.737,34.1,27.3,18.0,2.8
0 days 01:22:29.957000,VER,1,0 days 00:01:55.252000,14,2,0 days 01:20:55.521000,,False,HARD,1,True,Red Bull Racing,11,115.252,34.1,27.3,18.0,2.8
0 days 01:22:32.473000,HUL,27,0 days 00:01:40.998000,14,1,,,False,MEDIUM,14,True,Kick Sauber,12,100.998,34.1,27.3,18.0,2.8
0 days 01:22:34.910000,TSU,22,0 days 00:01:38.784000,14,2,,,False,HARD,3,True,Racing Bulls,13,98.784,34.1,27.3,18.0,2.8
0 days 01:22:35.493000,OCO,31,0 days 00:01:38.512000,14,2,,,False,HARD,3,True,Haas F1 Team,14,98.512,34.1,27.3,18.0,2.8
0 days 01:22:35.774000,ANT,12,0 days 00:01:39.226000,14,2,,,False,HARD,2,True,Mercedes,15,99.226,34.1,27.3,18.0,2.8
0 days 01:22:36.559000,HAD,6,0 days 00:01:37.871000,14,2,,,False,HARD,2,True,Racing Bulls,16,97.871,34.1,27.3,18.0,2.8
0 days 01:22:37.090000,GAS,10,0 days 00:01:39.145000,14,2,,,False,HARD,4,True,Alpine,17,99.145,34.1,27.3,18.0,2.8
0 days 01:22:41.781000,DOO,7,0 days 00:01:38.315000,14,2,,,False,HARD,3,True,Alpine,18,98.315,34.1,27.3,18.0,2.8
0 days 01:22:49.766000,BOR,5,0 days 00:01:39.144000,14,2,,,False,HARD,13,True,Kick Sauber,19,99.144,34.1,27.3,18.0,2.8
0 days 01:23:40.785000,NOR,4,0 days 00:01:43.269000,15,1,,0 days 01:23:39.074000,False,MEDIUM,15,True,McLaren,1,103.269,34.0,27.2,18.0,3.1
0 days 01:23:46.005000,LEC,16,0 days 00:01:42.863000,15,1,,0 days 01:23:44.244000,False,MEDIUM,15,True,Ferrari,2,102.863,34.0,27.2,18.0,3.1
0 days 01:23:54.028000,ALB,23,0 days 00:01:38.689000,15,1,,,False,MEDIUM,15,True,Williams,3,98.689,34.0,27.2,18.0,3.1
0 days 01:23:56.743000,PIA,81,0 days 00:01:57.530000,15,2,0 days 01:22:21.395000,,False,HARD,1,True,McLaren,4,117.53,34.0,27.2,18.0,3.1
0 days 01:23:58.448000,STR,18,0 days 00:01:39.583000,15,1,,,False,HARD,15,True,Aston Martin,5,99.583,34.0,27.2,18.0,3.1
0 days 01:23:58.981000,RUS,63,0 days 00:01:54.236000,15,2,0 days 01:22:25.322000,,False,HARD,1,True,Mercedes,6,114.236,34.0,27.2,18.0,3.1
0 days 01:23:59.692000,SAI,55,0 days 00:01:39.451000,15,1,,,False,MEDIUM,15,True,Williams,7,99.451,34.0,27.2,18.0,3.1
0 days 01:24:02.023000,BEA,87,0 days 00:01:39.941000,15,1,,,False,HARD,15,True,Haas F1 Team,8,99.941,34.0,27.2,18.0,3.1
0 days 01:24:02.719000,HAM,44,0 days 00:01:37.695000,15,2,,,False,HARD,2,True,Ferrari,9,97.695,34.0,27.2,18.0,3.1
0 days 01:24:03.344000,LAW,30,0 days 00:01:39.705000,15,1,,,False,HARD,15,True,Red Bull Racing,10,99.705,34.0,27.2,18.0,3.1
0 days 01:24:07.279000,VER,1,0 days 00:01:37.322000,15,2,,,False,HARD,2,True,Red Bull Racing,11,97.322,34.0,27.2,18.0,3.1
0 days 01:24:12.296000,HUL,27,0 days 00:01:39.823000,15,1,,,False,MEDIUM,15,True,Kick Sauber,12,99.823,34.0,27.2,18.0,3.1
0 days 01:24:13.349000,TSU,22,0 days 00:01:38.439000,15,2,,,False,HARD,4,True,Racing Bulls,13,98.439,34.0,27.2,18.0,3.1
0 days 01:24:14.061000,OCO,31,0 days 00:01:38.568000,15,2,,,False,HARD,4,True,Haas F1 Team,14,98.568,34.0,27.2,18.0,3.1
0 days 01:24:14.555000,ANT,12,0 days 00:01:38.781000,15,2,,,False,HARD,3,True,Mercedes,15,98.781,34.0,27.2,18.0,3.1
0 days 01:24:15.529000,HAD,6,0 days 00:01:38.970000,15,2,,,False,HARD,3,True,Racing Bulls,16,98.97,33.9,27.2,18.0,2.3
0 days 01:24:16.169000,GAS,10,0 days 00:01:39.079000,15,2,,,False,HARD,5,True,Alpine,17,99.079,33.9,27.2,18.0,2.3
0 days 01:24:19.988000,DOO,7,0 days 00:01:38.207000,15,2,,,False,HARD,4,True,Alpine,18,98.207,33.9,27.2,18.0,2.3
0 days 01:24:28.831000,BOR,5,0 days 00:01:39.065000,15,2,,,False,HARD,14,True,Kick Sauber,19,99.065,33.9,27.2,18.0,2.3
0 days 01:25:32.532000,ALB,23,0 days 00:01:38.504000,16,1,,,False,MEDIUM,16,True,Williams,1,98.504,33.9,27.1,18.0,2.0
0 days 01:25:34.150000,PIA,81,0 days 00:01:37.407000,16,2,,,False,HARD,2,True,McLaren,2,97.407,33.9,27.1,18.0,2.0
0 days 01:25:35.793000,RUS,63,0 days 00:01:36.812000,16,2,,,False,HARD,2,True,Mercedes,3,96.812,33.9,27.1,18.0,2.0
0 days 01:25:36.442000,NOR,4,0 days 00:01:55.657000,16,2,0 days 01:24:01.276000,,False,HARD,1,True,McLaren,4,115.657,33.9,27.1,18.0,2.0
0 days 01:25:38.060000,STR,18,0 days 00:01:39.612000,16,1,,,False,HARD,16,True,Aston Martin,5,99.612,33.9,27.1,18.0,2.0
0 days 01:25:38.786000,SAI,55,0 days 00:01:39.094000,16,1,,,False,MEDIUM,16,True,Williams,6,99.094,33.9,27.1,18.0,2.0
0 days 01:25:40.661000,HAM,44,0 days 00:01:37.942000,16,2,,,False,HARD,3,True,Ferrari,7,97.942,33.9,27.1,18.0,2.0
0 days 01:25:41.139000,LEC,16,0 days 00:01:55.134000,16,2,0 days 01:24:06.526000,,False,HARD,1,True,Ferrari,8,115.134,33.9,27.1,18.0,2.0
0 days 01:25:41.618000,BEA,87,0 days 00:01:39.595000,16,1,,,False,HARD,16,True,Haas F1 Team,9,99.595,33.9,27.1,18.0,2.0
0 days 01:25:43.563000,LAW,30,0 days 00:01:40.219000,16,1,,,False,HARD,16,True,Red Bull Racing,10,100.219,33.9,27.1,18.0,2.0
0 days 01:25:44.303000,VER,1,0 days 00:01:37.024000,16,2,,,False,HARD,3,True,Red Bull Racing,11,97.024,33.9,27.1,18.0,2.0
0 days 01:25:52.819000,HUL,27,0 days 00:01:40.523000,16,1,,,False,MEDIUM,16,True,Kick Sauber,12,100.523,33.9,27.1,18.0,2.0
0 days 01:25:53.281000,TSU,22,0 days 00:01:39.932000,16,2,,,False,HARD,5,True,Racing Bulls,13,99.932,33.9,27.1,18.0,2.0
0 days 01:25:53.471000,OCO,31,0 days 00:01:39.410000,16,2,,,False,HARD,5,True,Haas F1 Team,14,99.41,33.9,27.1,18.0,2.0
0 days 01:25:53.732000,ANT,12,0 days 00:01:39.177000,16,2,,,False,HARD,4,True,Mercedes,15,99.177,33.9,27.1,18.0,2.0
0 days 01:25:54.148000,HAD,6,0 days 00:01:38.619000,16,2,,,False,HARD,4,True,Racing Bulls,16,98.619,33.9,27.1,18.0,2.0
0 days 01:25:54.798000,GAS,10,0 days 00:01:38.629000,16,2,,,False,HARD,6,True,Alpine,17,98.629,33.9,27.1,18.0,2.0
0 days 01:25:58.349000,DOO,7,0 days 00:01:38.361000,16,2,,,False,HARD,5,True,Alpine,18,98.361,33.9,27.1,18.0,2.0
0 days 01:26:08.014000,BOR,5,0 days 00:01:39.183000,16,2,,,False,HARD,15,True,Kick Sauber,19,99.183,33.9,27.1,18.0,2.0
0 days 01:27:11.041000,PIA,81,0 days 00:01:36.891000,17,2,,,False,HARD,3,True,McLaren,1,96.891,34.6,27.2,18.0,2.0
0 days 01:27:11.731000,ALB,23,0 days 00:01:39.199000,17,1,,,False,MEDIUM,17,True,Williams,2,99.199,34.6,27.2,18.0,2.0
0 days 01:27:13.643000,RUS,63,0 days 00:01:37.850000,17,2,,,False,HARD,3,True,Mercedes,3,97.85,34.6,27.2,18.0,2.0
0 days 01:27:13.874000,NOR,4,0 days 00:01:37.432000,17,2,,,False,HARD,2,True,McLaren,4,97.432,34.6,27.2,18.0,2.0
0 days 01:27:16.965000,STR,18,0 days 00:01:38.905000,17,1,,,False,HARD,17,True,Aston Martin,5,98.905,34.7,27.2,18.0,1.6
0 days 01:27:18.192000,HAM,44,0 days 00:01:37.531000,17,2,,,False,HARD,4,True,Ferrari,6,97.531,34.7,27.2,18.0,1.6
0 days 01:27:18.565000,LEC,16,0 days 00:01:37.426000,17,2,,,False,HARD,2,True,Ferrari,7,97.426,34.7,27.2,18.0,1.6
0 days 01:27:20.533000,BEA,87,0 days 00:01:38.915000,17,1,,,False,HARD,17,True,Haas F1 Team,8,98.915,34.7,27.2,18.0,1.6
0 days 01:27:21.672000,VER,1,0 days 00:01:37.369000,17,2,,,False,HARD,4,True,Red Bull Racing,9,97.369,34.7,27.2,18.0,1.6
0 days 01:27:23.907000,SAI,55,0 days 00:01:45.121000,17,1,,0 days 01:27:22.188000,False,MEDIUM,17,True,Williams,10,105.121,34.7,27.2,18.0,1.6
0 days 01:27:23.968000,LAW,30,0 days 00:01:40.405000,17,1,,,False,HARD,17,True,Red Bull Racing,11,100.405,34.7,27.2,18.0,1.6
0 days 01:27:32.511000,TSU,22,0 days 00:01:39.230000,17,2,,,False,HARD,6,True,Racing Bulls,12,99.23,34.7,27.2,18.0,1.6
0 days 01:27:32.985000,OCO,31,0 days 00:01:39.514000,17,2,,,False,HARD,6,True,Haas F1 Team,13,99.514,34.7,27.2,18.0,1.6
0 days 01:27:33.651000,HUL,27,0 days 00:01:40.832000,17,1,,,False,MEDIUM,17,True,Kick Sauber,14,100.832,34.7,27.2,18.0,1.6
0 days 01:27:33.961000,ANT,12,0 days 00:01:40.229000,17,2,,,False,HARD,5,True,Mercedes,15,100.229,34.7,27.2,18.0,1.6
0 days 01:27:34.251000,HAD,6,0 days 00:01:40.103000,17,2,,,False,HARD,5,True,Racing Bulls,16,100.103,34.7,27.2,18.0,1.6
0 days 01:27:34.852000,GAS,10,0 days 00:01:40.054000,17,2,,,False,HARD,7,True,Alpine,17,100.054,34.7,27.2,18.0,1.6
0 days 01:27:36.977000,DOO,7,0 days 00:01:38.628000,17,2,,,False,HARD,6,True,Alpine,18,98.628,34.7,27.2,18.0,1.6
0 days 01:27:47.155000,BOR,5,0 days 00:01:39.141000,17,2,,,False,HARD,16,True,Kick Sauber,19,99.141,34.7,27.2,18.0,1.6
0 days 01:28:48.212000,PIA,81,0 days 00:01:37.171000,18,2,,,False,HARD,4,True,McLaren,1,97.171,34.8,27.3,18.0,2.5
0 days 01:28:50.672000,ALB,23,0 days 00:01:38.941000,18,1,,,False,MEDIUM,18,True,Williams,2,98.941,34.8,27.3,18.0,2.5
0 days 01:28:51.351000,NOR,4,0 days 00:01:37.477000,18,2,,,False,HARD,3,True,McLaren,3,97.477,34.8,27.3,18.0,2.5
0 days 01:28:52.508000,RUS,63,0 days 00:01:38.865000,18,2,,,False,HARD,4,True,Mercedes,4,98.865,34.8,27.3,18.0,2.5
0 days 01:28:56.026000,HAM,44,0 days 00:01:37.834000,18,2,,,False,HARD,5,True,Ferrari,5,97.834,34.8,27.3,18.0,2.5
0 days 01:28:56.859000,STR,18,0 days 00:01:39.894000,18,1,,,False,HARD,18,True,Aston Martin,6,99.894,34.8,27.3,18.0,2.5
0 days 01:28:56.945000,LEC,16,0 days 00:01:38.380000,18,2,,,False,HARD,3,True,Ferrari,7,98.38,34.8,27.3,18.0,2.5
0 days 01:28:59.519000,VER,1,0 days 00:01:37.847000,18,2,,,False,HARD,5,True,Red Bull Racing,8,97.847,34.8,27.3,18.0,2.5
0 days 01:28:59.829000,BEA,87,0 days 00:01:39.296000,18,1,,,False,HARD,18,True,Haas F1 Team,9,99.296,34.8,27.3,18.0,2.5
0 days 01:29:07.738000,LAW,30,0 days 00:01:43.770000,18,1,,0 days 01:29:06.016000,False,HARD,18,True,Red Bull Racing,10,103.77,34.8,27.3,18.0,2.5
0 days 01:29:10.747000,TSU,22,0 days 00:01:38.236000,18,2,,,False,HARD,7,True,Racing Bulls,11,98.236,34.8,27.3,18.0,2.5
0 days 01:29:11.390000,OCO,31,0 days 00:01:38.405000,18,2,,,False,HARD,7,True,Haas F1 Team,12,98.405,34.8,27.3,18.0,2.5
0 days 01:29:14.191000,ANT,12,0 days 00:01:40.230000,18,2,,,False,HARD,6,True,Mercedes,13,100.23,34.8,27.3,18.0,2.5
0 days 01:29:14.642000,HAD,6,0 days 00:01:40.391000,18,2,,,False,HARD,6,True,Racing Bulls,14,100.391,34.8,27.3,18.0,2.5
0 days 01:29:15.193000,HUL,27,0 days 00:01:41.542000,18,1,,,False,MEDIUM,18,True,Kick Sauber,15,101.542,34.8,27.3,18.0,2.5
0 days 01:29:15.524000,GAS,10,0 days 00:01:40.672000,18,2,,,False,HARD,8,True,Alpine,16,100.672,34.8,27.3,19.0,1.2
0 days 01:29:16.841000,DOO,7,0 days 00:01:39.864000,18,2,,,False,HARD,7,True,Alpine,17,99.864,34.8,27.3,19.0,1.2
0 days 01:29:20.282000,SAI,55,0 days 00:01:56.375000,18,2,0 days 01:27:45.024000,,False,HARD,1,True,Williams,18,116.375,34.8,27.3,19.0,1.2
0 days 01:29:26.570000,BOR,5,0 days 00:01:39.415000,18,2,,,False,HARD,17,True,Kick Sauber,19,99.415,34.8,27.3,19.0,1.2
0 days 01:30:25.423000,PIA,81,0 days 00:01:37.211000,19,2,,,False,HARD,5,True,McLaren,1,97.211,34.8,27.3,19.0,2.1
0 days 01:30:29.030000,NOR,4,0 days 00:01:37.679000,19,2,,,False,HARD,4,True,McLaren,2,97.679,34.8,27.3,19.0,2.1
0 days 01:30:29.649000,ALB,23,0 days 00:01:38.977000,19,1,,,False,MEDIUM,19,True,Williams,3,98.977,34.8,27.3,19.0,2.1
0 days 01:30:30.437000,RUS,63,0 days 00:01:37.929000,19,2,,,False,HARD,5,True,Mercedes,4,97.929,34.8,27.3,19.0,2.1
0 days 01:30:33.101000,HAM,44,0 days 00:01:37.075000,19,2,,,False,HARD,6,True,Ferrari,5,97.075,34.8,27.3,19.0,2.1
0 days 01:30:33.852000,LEC,16,0 days 00:01:36.907000,19,2,,,False,HARD,4,True,Ferrari,6,96.907,34.8,27.3,19.0,2.1
0 days 01:30:36.417000,STR,18,0 days 00:01:39.558000,19,1,,,False,HARD,19,True,Aston Martin,7,99.558,34.8,27.3,19.0,2.1
0 days 01:30:37.369000,VER,1,0 days 00:01:37.850000,19,2,,,False,HARD,6,True,Red Bull Racing,8,97.85,34.8,27.3,19.0,2.1
0 days 01:30:38.754000,BEA,87,0 days 00:01:38.925000,19,1,,,False,HARD,19,True,Haas F1 Team,9,98.925,34.8,27.3,19.0,2.1
0 days 01:30:48.426000,TSU,22,0 days 00:01:37.679000,19,2,,,False,HARD,8,True,Racing Bulls,10,97.679,34.8,27.3,19.0,2.1
